datetime,Maple Drive East,YMCA,Bancroft Close,Suffolk Road,Alverston Close,Forest Road
2014-06-10 02:00:00,-0.002,-0.0025,-0.0025,0.0015,-0.013000000000000001,0.001
2014-06-10 02:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 03:00:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 03:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 04:00:00,-0.0013333333333333333,-0.0025,0.007333333333333334,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 04:30:00,0.034,0.0011666666666666665,0.04916666666666667,0.004666666666666667,-0.009666666666666669,0.0018333333333333333
2014-06-10 05:00:00,0.136,0.015166666666666667,0.0675,0.009000000000000001,0.015166666666666667,0.035166666666666666
2014-06-10 05:30:00,0.32083333333333336,0.058166666666666665,0.29283333333333333,0.011833333333333335,0.043000000000000003,0.05366666666666667
2014-06-10 06:00:00,0.5088333333333334,0.11466666666666668,0.49033333333333334,0.013166666666666669,0.13049999999999998,0.06933333333333334
2014-06-10 06:30:00,0.699,0.13283333333333333,0.7223333333333334,0.014499999999999999,0.24850000000000003,0.15233333333333335
2014-06-10 07:00:00,0.7773333333333334,0.14633333333333332,0.8301666666666666,0.0165,0.3376666666666666,0.3153333333333333
2014-06-10 07:30:00,0.9263333333333333,0.134,1.0586666666666666,0.03916666666666666,0.41133333333333333,0.4551666666666667
2014-06-10 08:00:00,1.1791666666666667,0.1115,1.2015,0.07416666666666667,0.33183333333333337,0.5545
2014-06-10 08:30:00,1.2105,0.11116666666666668,1.0913333333333333,0.09249999999999999,0.39633333333333326,0.559
2014-06-10 09:00:00,1.468,0.07733333333333334,0.9918333333333335,0.10999999999999999,0.6081666666666666,0.44983333333333336
2014-06-10 09:30:00,1.5333333333333332,0.09300000000000001,1.0376666666666665,0.1568333333333333,0.9731666666666666,0.47550000000000003
2014-06-10 10:00:00,1.6041666666666667,0.17800000000000002,1.0968333333333333,0.20583333333333334,1.1475000000000002,0.5653333333333332
2014-06-10 10:30:00,1.4440000000000002,0.17600000000000002,1.3346666666666664,0.218,1.3355,0.9033333333333333
2014-06-10 11:00:00,1.63,0.16833333333333333,1.2876666666666667,0.233,1.1581666666666666,1.165333333333333
2014-06-10 11:30:00,1.5785,0.15833333333333333,1.4066666666666665,0.23016666666666666,1.2206666666666666,1.1645
2014-06-10 12:00:00,1.6105,0.14583333333333334,1.5893333333333333,0.2095,1.3883333333333334,1.2446666666666666
2014-06-10 12:30:00,1.5830000000000002,0.10766666666666667,1.1834999999999998,0.19116666666666668,1.3735000000000002,1.0768333333333333
2014-06-10 13:00:00,1.5236666666666665,0.09699999999999999,1.2236666666666667,0.171,1.3458333333333332,1.3233333333333333
2014-06-10 13:30:00,1.4515000000000002,0.1045,1.1118333333333335,0.23383333333333334,1.2891666666666666,1.162
2014-06-10 14:00:00,1.322,0.08183333333333333,0.4988333333333333,0.23316666666666666,1.1938333333333333,1.2066666666666668
2014-06-10 14:30:00,1.1325,0.05299999999999999,0.6456666666666667,0.22199999999999998,1.1535,1.098
2014-06-10 15:00:00,1.0686666666666664,0.024000000000000004,0.9365,0.21933333333333335,1.0485,0.8411666666666667
2014-06-10 15:30:00,0.8806666666666666,0.006666666666666667,0.8515,0.22599999999999998,0.9234999999999999,0.9900000000000001
2014-06-10 16:00:00,0.617,0.005333333333333333,0.7481666666666666,0.22766666666666668,0.7726666666666667,0.8628333333333335
2014-06-10 16:30:00,0.41450000000000004,0.004333333333333334,0.4216666666666667,0.21616666666666665,0.5993333333333334,0.7321666666666666
2014-06-10 17:00:00,0.25733333333333336,0.0034999999999999996,0.26099999999999995,0.19116666666666668,0.42133333333333334,0.5815
2014-06-10 17:30:00,0.14833333333333332,0.0030000000000000005,0.08583333333333333,0.15716666666666668,0.2573333333333333,0.38566666666666666
2014-06-10 18:00:00,0.071,0.0023333333333333335,0.04733333333333334,0.11883333333333333,0.1195,0.1805
2014-06-10 18:30:00,0.04883333333333334,0.001,0.04816666666666667,0.07483333333333332,0.03716666666666666,0.11016666666666668
2014-06-10 19:00:00,0.03266666666666667,-0.00016666666666666666,0.028166666666666663,0.03883333333333333,0.0135,0.03416666666666666
2014-06-10 19:30:00,0.0155,-0.0015000000000000002,0.012666666666666666,0.012666666666666666,-0.004333333333333334,0.011166666666666667
2014-06-10 20:00:00,0.0,-0.0025,-0.0016666666666666668,0.0018333333333333335,-0.013166666666666669,0.0013333333333333333
2014-06-10 20:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 21:00:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 21:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 22:00:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 22:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 23:00:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-10 23:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-11 00:00:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
2014-06-11 00:30:00,-0.002,-0.0025,-0.0025,0.0015000000000000002,-0.013000000000000003,0.001
